"Date";"TEMP";"SALI";"SVSOURIS";"SVSOUMOY";"TURB";"PHEO";"CHLOROA";"TOXPSP";"USPSP";"OXYGENE";"TURB-FNU";"SVSOUMED";"SVSOURI1";"SVSOURI2";"SVSOURI3";"ASP";"AO+DTXs";"DSP";"PTXs";"SPXs"
"2015-07-07";"19.75";"34.98";NA;NA;NA;"1.72";"4.53";NA;NA;"7.47";"9.44";NA;NA;NA;NA;NA;NA;NA;NA;NA
"2015-07-21";"21.51";"35.03";NA;NA;NA;"0.99";"3.92";NA;NA;"7.55";"3.99";NA;NA;NA;NA;NA;NA;NA;NA;NA
"2015-08-04";"20.2";"35.05";NA;NA;NA;"1.37";"2.64";NA;NA;"7.17";"7.85";NA;NA;NA;NA;NA;NA;NA;NA;NA
"2015-08-10";"20.3";"35";NA;NA;NA;"0.62";"3.39";NA;NA;"7.3";"4.76";NA;NA;NA;NA;NA;NA;NA;NA;NA
"2015-09-07";"19.2";"34.9";NA;NA;NA;"0.11";"5.01";NA;NA;"8.5";"1.41";NA;NA;NA;NA;NA;NA;NA;NA;NA
"2015-09-23";"17.38";"34.15";NA;NA;NA;"1.09";"4.59";NA;NA;"7.99";"11.4";NA;NA;NA;NA;NA;NA;NA;NA;NA
"2016-06-27";"19.49";"33.6";NA;NA;NA;NA;NA;NA;NA;"8.09";"10.3";NA;NA;NA;NA;NA;NA;NA;NA;NA
"2016-07-05";"19.9";"33.1";NA;NA;NA;NA;NA;NA;NA;"7.44";"8.32";NA;NA;NA;NA;NA;NA;NA;NA;NA
"2016-07-11";"21.34";"33.51";NA;NA;NA;NA;NA;NA;NA;"7.58";"4.49";NA;NA;NA;NA;NA;NA;NA;NA;NA
"2016-07-25";"20.8";"34";NA;NA;NA;NA;NA;NA;NA;"7.32";"3.47";NA;NA;NA;NA;NA;NA;NA;NA;NA
